date,state,district,pincode,demo_age_5_17,demo_age_17_
26-10-2025,Madhya Pradesh,Sehore,466114,0,4
26-10-2025,Madhya Pradesh,Sehore,466120,0,5
26-10-2025,Madhya Pradesh,Sehore,466331,3,14
21-10-2025,Madhya Pradesh,Sehore,466001,0,1
21-10-2025,Madhya Pradesh,Sehore,466651,0,1
21-10-2025,Madhya Pradesh,Sehore,466661,1,0
20-10-2025,Madhya Pradesh,Sehore,466111,0,3
18-10-2025,Madhya Pradesh,Sehore,466446,2,14
19-10-2025,Madhya Pradesh,Sehore,466111,1,3
19-10-2025,Madhya Pradesh,Sehore,466114,0,1
19-10-2025,Madhya Pradesh,Sehore,466445,3,5
22-10-2025,Madhya Pradesh,Sehore,466446,0,2
25-10-2025,Madhya Pradesh,Sehore,466001,0,20
25-10-2025,Madhya Pradesh,Sehore,466120,0,3
25-10-2025,Madhya Pradesh,Sehore,466665,0,1
24-10-2025,Madhya Pradesh,Sehore,466001,1,13
24-10-2025,Madhya Pradesh,Sehore,466221,0,1
24-10-2025,Madhya Pradesh,Sehore,466554,2,2
24-10-2025,Madhya Pradesh,Sehore,466661,1,5
27-10-2025,Madhya Pradesh,Sehore,466111,0,4
27-10-2025,Madhya Pradesh,Sehore,466116,0,11
27-10-2025,Madhya Pradesh,Sehore,466120,0,1
27-10-2025,Madhya Pradesh,Sehore,466446,1,9
28-10-2025,Madhya Pradesh,Sehore,466001,1,28
28-10-2025,Madhya Pradesh,Sehore,466125,0,4
28-10-2025,Madhya Pradesh,Sehore,466651,1,3
30-10-2025,Madhya Pradesh,Sehore,466665,0,1
02-11-2025,Madhya Pradesh,Sehore,466445,1,3
05-11-2025,Madhya Pradesh,Sehore,466554,1,4
07-11-2025,Madhya Pradesh,Sehore,466120,0,2
09-11-2025,Madhya Pradesh,Sehore,466554,0,3
09-11-2025,Madhya Pradesh,Sehore,466665,1,2
21-12-2025,Madhya Pradesh,Sehore,466114,0,1
29-12-2025,Madhya Pradesh,Sehore,466001,1,24
29-12-2025,Madhya Pradesh,Sehore,466116,3,32
03-01-2026,Madhya Pradesh,Sehore,466118,0,2
03-01-2026,Madhya Pradesh,Sehore,466446,1,0
03-01-2026,Madhya Pradesh,Sehore,466665,0,1
18-12-2025,Madhya Pradesh,Sehore,466114,0,6
18-12-2025,Madhya Pradesh,Sehore,466116,11,28
18-12-2025,Madhya Pradesh,Sehore,466120,0,12
18-12-2025,Madhya Pradesh,Sehore,466221,0,2
18-12-2025,Madhya Pradesh,Sehore,466448,1,11
18-12-2025,Madhya Pradesh,Sehore,466554,0,5
16-12-2025,Madhya Pradesh,Sehore,466001,2,50
16-12-2025,Madhya Pradesh,Sehore,466113,0,1
16-12-2025,Madhya Pradesh,Sehore,466331,1,35
16-12-2025,Madhya Pradesh,Sehore,466665,2,5
15-12-2025,Madhya Pradesh,Sehore,466111,0,12
15-12-2025,Madhya Pradesh,Sehore,466114,1,5
15-12-2025,Madhya Pradesh,Sehore,466116,2,36
15-12-2025,Madhya Pradesh,Sehore,466446,0,7
15-12-2025,Madhya Pradesh,Sehore,466665,0,9
08-12-2025,Madhya Pradesh,Sehore,466001,2,32
08-12-2025,Madhya Pradesh,Sehore,466116,3,24
08-12-2025,Madhya Pradesh,Sehore,466120,0,6
08-12-2025,Madhya Pradesh,Sehore,466445,3,7
08-12-2025,Madhya Pradesh,Sehore,466446,3,12
08-12-2025,Madhya Pradesh,Sehore,466661,1,3
09-12-2025,Madhya Pradesh,Sehore,466113,0,3
09-12-2025,Madhya Pradesh,Sehore,466446,2,16
10-12-2025,Madhya Pradesh,Sehore,466111,0,6
10-12-2025,Madhya Pradesh,Sehore,466661,0,3
12-12-2025,Madhya Pradesh,Sehore,466221,1,4
12-12-2025,Madhya Pradesh,Sehore,466331,2,25
11-12-2025,Madhya Pradesh,Sehore,466116,2,20
11-12-2025,Madhya Pradesh,Sehore,466118,0,6
11-12-2025,Madhya Pradesh,Sehore,466331,4,37
11-12-2025,Madhya Pradesh,Sehore,466446,2,16
11-12-2025,Madhya Pradesh,Sehore,466661,2,2
28-12-2025,Madhya Pradesh,Sehore,466445,6,5
28-12-2025,Madhya Pradesh,Sehore,466554,1,3
28-12-2025,Madhya Pradesh,Sehore,466661,1,5
23-12-2025,Madhya Pradesh,Sehore,466118,0,5
23-12-2025,Madhya Pradesh,Sehore,466554,3,9
23-12-2025,Madhya Pradesh,Sehore,466651,1,7
27-12-2025,Madhya Pradesh,Sehore,466111,0,3
27-12-2025,Madhya Pradesh,Sehore,466113,0,2
27-12-2025,Madhya Pradesh,Sehore,466118,1,0
27-12-2025,Madhya Pradesh,Sehore,466554,1,9
27-12-2025,Madhya Pradesh,Sehore,466651,1,7
27-12-2025,Madhya Pradesh,Sehore,466661,1,3
14-12-2025,Madhya Pradesh,Sehore,466125,0,2
13-12-2025,Madhya Pradesh,Sehore,466115,1,21
13-12-2025,Madhya Pradesh,Sehore,466116,3,20
13-12-2025,Madhya Pradesh,Sehore,466446,4,13
20-12-2025,Madhya Pradesh,Sehore,466118,0,2
20-12-2025,Madhya Pradesh,Sehore,466221,1,4
20-12-2025,Madhya Pradesh,Sehore,466445,3,5
20-12-2025,Madhya Pradesh,Sehore,466446,0,5
20-12-2025,Madhya Pradesh,Sehore,466661,1,11
21-12-2025,Madhya Pradesh,Sehore,466221,0,1
21-12-2025,Madhya Pradesh,Sehore,466445,0,1
22-12-2025,Madhya Pradesh,Sehore,466113,0,4
22-12-2025,Madhya Pradesh,Sehore,466115,4,22
22-12-2025,Madhya Pradesh,Sehore,466116,3,16
22-12-2025,Madhya Pradesh,Sehore,466125,0,4
22-12-2025,Madhya Pradesh,Sehore,466446,0,5
22-12-2025,Madhya Pradesh,Sehore,466448,2,3
22-12-2025,Madhya Pradesh,Sehore,466651,1,7
17-12-2025,Madhya Pradesh,Sehore,466001,2,43
17-12-2025,Madhya Pradesh,Sehore,466116,4,27
17-12-2025,Madhya Pradesh,Sehore,466221,0,3
17-12-2025,Madhya Pradesh,Sehore,466446,3,18
17-12-2025,Madhya Pradesh,Sehore,466448,0,2
01-01-2026,Madhya Pradesh,Sehore,466114,0,5
01-01-2026,Madhya Pradesh,Sehore,466118,2,2
31-12-2025,Madhya Pradesh,Sehore,466113,1,6
31-12-2025,Madhya Pradesh,Sehore,466114,0,6
31-12-2025,Madhya Pradesh,Sehore,466116,4,28
31-12-2025,Madhya Pradesh,Sehore,466120,0,3
31-12-2025,Madhya Pradesh,Sehore,466221,0,5
31-12-2025,Madhya Pradesh,Sehore,466665,1,7
25-12-2025,Madhya Pradesh,Sehore,466120,0,1
24-12-2025,Madhya Pradesh,Sehore,466111,1,2
25-12-2025,Madhya Pradesh,Sehore,466113,0,2
25-12-2025,Madhya Pradesh,Sehore,466221,1,0
02-01-2026,Madhya Pradesh,Sehore,466111,0,4
02-01-2026,Madhya Pradesh,Sehore,466115,4,17
02-01-2026,Madhya Pradesh,Sehore,466445,1,3
02-01-2026,Madhya Pradesh,Sehore,466446,0,13
26-12-2025,Madhya Pradesh,Sehore,466445,1,12
26-12-2025,Madhya Pradesh,Sehore,466554,1,14
26-12-2025,Madhya Pradesh,Sehore,466651,0,7
26-12-2025,Madhya Pradesh,Sehore,466661,0,1
19-12-2025,Madhya Pradesh,Sehore,466116,1,23
19-12-2025,Madhya Pradesh,Sehore,466445,2,3
19-12-2025,Madhya Pradesh,Sehore,466448,2,9
03-12-2025,Madhya Pradesh,Sehore,466111,0,4
03-12-2025,Madhya Pradesh,Sehore,466114,0,4
03-12-2025,Madhya Pradesh,Sehore,466120,0,5
03-12-2025,Madhya Pradesh,Sehore,466331,4,28
03-12-2025,Madhya Pradesh,Sehore,466446,1,11
03-12-2025,Madhya Pradesh,Sehore,466554,0,1
04-12-2025,Madhya Pradesh,Sehore,466111,0,3
04-12-2025,Madhya Pradesh,Sehore,466448,0,2
04-12-2025,Madhya Pradesh,Sehore,466665,0,3
05-12-2025,Madhya Pradesh,Sehore,466113,1,6
07-12-2025,Madhya Pradesh,Sehore,466446,0,1
06-12-2025,Madhya Pradesh,Sehore,466116,2,27
06-12-2025,Madhya Pradesh,Sehore,466120,0,3
06-12-2025,Madhya Pradesh,Sehore,466446,0,14
06-12-2025,Madhya Pradesh,Sehore,466554,0,1
06-12-2025,Madhya Pradesh,Sehore,466665,0,5
06-11-2025,Madhya Pradesh,Sehore,466111,0,3
06-11-2025,Madhya Pradesh,Sehore,466120,0,5
06-11-2025,Madhya Pradesh,Sehore,466446,1,16
06-11-2025,Madhya Pradesh,Sehore,466554,0,4
06-11-2025,Madhya Pradesh,Sehore,466651,2,13
06-11-2025,Madhya Pradesh,Sehore,466665,1,6
05-11-2025,Madhya Pradesh,Sehore,466001,0,15
05-11-2025,Madhya Pradesh,Sehore,466115,0,2
05-11-2025,Madhya Pradesh,Sehore,466125,0,4
05-11-2025,Madhya Pradesh,Sehore,466331,0,7
05-11-2025,Madhya Pradesh,Sehore,466445,1,3
05-11-2025,Madhya Pradesh,Sehore,466448,0,1
07-11-2025,Madhya Pradesh,Sehore,466001,3,24
07-11-2025,Madhya Pradesh,Sehore,466661,0,2
08-11-2025,Madhya Pradesh,Sehore,466111,1,3
08-11-2025,Madhya Pradesh,Sehore,466116,0,10
12-11-2025,Madhya Pradesh,Sehore,466111,0,6
12-11-2025,Madhya Pradesh,Sehore,466120,1,4
12-11-2025,Madhya Pradesh,Sehore,466651,0,2
12-11-2025,Madhya Pradesh,Sehore,466665,2,10
13-11-2025,Madhya Pradesh,Sehore,466001,3,21
13-11-2025,Madhya Pradesh,Sehore,466125,1,1
13-11-2025,Madhya Pradesh,Sehore,466554,0,4
14-11-2025,Madhya Pradesh,Sehore,466111,0,2
14-11-2025,Madhya Pradesh,Sehore,466445,1,9
14-11-2025,Madhya Pradesh,Sehore,466446,0,11
14-11-2025,Madhya Pradesh,Sehore,466448,0,1
04-11-2025,Madhya Pradesh,Sehore,466111,0,1
04-11-2025,Madhya Pradesh,Sehore,466116,3,14
04-11-2025,Madhya Pradesh,Sehore,466221,1,5
04-11-2025,Madhya Pradesh,Sehore,466651,0,5
09-11-2025,Madhya Pradesh,Sehore,466448,1,0
09-11-2025,Madhya Pradesh,Sehore,466651,0,1
10-11-2025,Madhya Pradesh,Sehore,466001,5,34
10-11-2025,Madhya Pradesh,Sehore,466115,0,9
15-11-2025,Madhya Pradesh,Sehore,466111,0,4
15-11-2025,Madhya Pradesh,Sehore,466114,0,1
15-11-2025,Madhya Pradesh,Sehore,466446,0,2
16-11-2025,Madhya Pradesh,Sehore,466111,0,1
16-11-2025,Madhya Pradesh,Sehore,466113,0,1
16-11-2025,Madhya Pradesh,Sehore,466331,0,2
17-11-2025,Madhya Pradesh,Sehore,466111,0,3
17-11-2025,Madhya Pradesh,Sehore,466115,1,20
17-11-2025,Madhya Pradesh,Sehore,466118,0,2
17-11-2025,Madhya Pradesh,Sehore,466221,1,3
18-11-2025,Madhya Pradesh,Sehore,466001,5,32
18-11-2025,Madhya Pradesh,Sehore,466120,0,5
18-11-2025,Madhya Pradesh,Sehore,466554,0,5
19-11-2025,Madhya Pradesh,Sehore,466001,1,28
19-11-2025,Madhya Pradesh,Sehore,466116,1,18
19-11-2025,Madhya Pradesh,Sehore,466446,0,16
19-11-2025,Madhya Pradesh,Sehore,466448,0,5
19-11-2025,Madhya Pradesh,Sehore,466661,0,7
19-11-2025,Madhya Pradesh,Sehore,466665,0,4
21-11-2025,Madhya Pradesh,Sehore,466116,0,16
21-11-2025,Madhya Pradesh,Sehore,466331,2,20
21-11-2025,Madhya Pradesh,Sehore,466445,1,5
20-11-2025,Madhya Pradesh,Sehore,466115,0,13
20-11-2025,Madhya Pradesh,Sehore,466118,0,2
20-11-2025,Madhya Pradesh,Sehore,466125,0,2
20-11-2025,Madhya Pradesh,Sehore,466221,2,7
20-11-2025,Madhya Pradesh,Sehore,466554,1,8
20-11-2025,Madhya Pradesh,Sehore,466661,1,3
20-11-2025,Madhya Pradesh,Sehore,466665,2,4
01-11-2025,Madhya Pradesh,Sehore,466113,2,6
01-11-2025,Madhya Pradesh,Sehore,466116,1,11
01-11-2025,Madhya Pradesh,Sehore,466118,0,3
01-11-2025,Madhya Pradesh,Sehore,466446,0,4
01-11-2025,Madhya Pradesh,Sehore,466651,0,3
01-11-2025,Madhya Pradesh,Sehore,466661,2,5
02-11-2025,Madhya Pradesh,Sehore,466661,0,3
29-10-2025,Madhya Pradesh,Sehore,466118,0,6
29-10-2025,Madhya Pradesh,Sehore,466120,0,2
29-10-2025,Madhya Pradesh,Sehore,466331,3,26
29-10-2025,Madhya Pradesh,Sehore,466651,0,5
31-10-2025,Madhya Pradesh,Sehore,466113,1,0
31-10-2025,Madhya Pradesh,Sehore,466331,9,18
31-10-2025,Madhya Pradesh,Sehore,466446,2,20
22-11-2025,Madhya Pradesh,Sehore,466115,0,7
22-11-2025,Madhya Pradesh,Sehore,466116,0,15
22-11-2025,Madhya Pradesh,Sehore,466118,0,1
22-11-2025,Madhya Pradesh,Sehore,466120,0,2
22-11-2025,Madhya Pradesh,Sehore,466331,2,9
22-11-2025,Madhya Pradesh,Sehore,466661,0,2
22-11-2025,Madhya Pradesh,Sehore,466665,0,8
25-11-2025,Madhya Pradesh,Sehore,466111,1,7
25-11-2025,Madhya Pradesh,Sehore,466125,0,1
25-11-2025,Madhya Pradesh,Sehore,466651,0,4
25-11-2025,Madhya Pradesh,Sehore,466661,0,3
01-12-2025,Madhya Pradesh,Sehore,466125,0,2
01-12-2025,Madhya Pradesh,Sehore,466331,3,17
01-12-2025,Madhya Pradesh,Sehore,466651,1,11
03-11-2025,Madhya Pradesh,Sehore,466113,0,3
03-11-2025,Madhya Pradesh,Sehore,466118,0,2
03-11-2025,Madhya Pradesh,Sehore,466446,0,17
03-11-2025,Madhya Pradesh,Sehore,466661,0,3
30-10-2025,Madhya Pradesh,Sehore,466001,3,22
30-10-2025,Madhya Pradesh,Sehore,466116,1,12
30-10-2025,Madhya Pradesh,Sehore,466446,2,14
23-11-2025,Madhya Pradesh,Sehore,466331,0,2
24-11-2025,Madhya Pradesh,Sehore,466111,0,6
24-11-2025,Madhya Pradesh,Sehore,466120,0,1
26-11-2025,Madhya Pradesh,Sehore,466001,0,20
26-11-2025,Madhya Pradesh,Sehore,466114,0,4
26-11-2025,Madhya Pradesh,Sehore,466445,4,8
02-12-2025,Madhya Pradesh,Sehore,466001,0,33
02-12-2025,Madhya Pradesh,Sehore,466120,0,1
02-12-2025,Madhya Pradesh,Sehore,466448,0,2
02-12-2025,Madhya Pradesh,Sehore,466554,0,2
02-12-2025,Madhya Pradesh,Sehore,466651,0,7
02-12-2025,Madhya Pradesh,Sehore,466665,1,10
27-11-2025,Madhya Pradesh,Sehore,466001,5,38
27-11-2025,Madhya Pradesh,Sehore,466111,0,4
27-11-2025,Madhya Pradesh,Sehore,466113,1,0
27-11-2025,Madhya Pradesh,Sehore,466114,0,2
27-11-2025,Madhya Pradesh,Sehore,466115,1,12
27-11-2025,Madhya Pradesh,Sehore,466120,0,1
27-11-2025,Madhya Pradesh,Sehore,466445,0,4
27-11-2025,Madhya Pradesh,Sehore,466446,3,13
28-11-2025,Madhya Pradesh,Sehore,466114,0,2
28-11-2025,Madhya Pradesh,Sehore,466115,1,14
28-11-2025,Madhya Pradesh,Sehore,466651,2,7
28-11-2025,Madhya Pradesh,Sehore,466665,2,3
29-11-2025,Madhya Pradesh,Sehore,466001,0,18
29-11-2025,Madhya Pradesh,Sehore,466114,0,5
29-11-2025,Madhya Pradesh,Sehore,466116,1,11
29-11-2025,Madhya Pradesh,Sehore,466120,0,3
29-11-2025,Madhya Pradesh,Sehore,466125,0,1
29-11-2025,Madhya Pradesh,Sehore,466446,0,3
29-11-2025,Madhya Pradesh,Sehore,466665,3,4
30-11-2025,Madhya Pradesh,Sehore,466001,0,1
30-11-2025,Madhya Pradesh,Sehore,466116,0,2
30-11-2025,Madhya Pradesh,Sehore,466331,1,2
